CH4,H2,C2H4,C2H6,Mg,Ti,Cr,Mn,Fe,Co,Ni,Cu,Zn,Y,La,Ce,Pr,Nd,Sm,Gd,BI,PE,RS,SP
0.09837187071559328,3648.7060999999994,29.352099999999997,51.9827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18348291179403498,0.18828755325899738,0.1865651346206146,0.26606835282386004,0.0,0.17559604750249297,0.0,1.0,0.0,0.0,0.0
0.09347022748505951,3401.5435999999995,24.8401,44.4427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18695591126088176,0.18878124122437517,0.18597304128053915,0.17228306655433867,0.0,0.2660067396798652,0.0,1.0,0.0,0.0,0.0
0.08732179447569506,3146.0155999999997,23.0353,41.6627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2762191344366758,0.18470661120453136,0.1867421895742986,0.17355518187450214,0.0,0.17877688290999202,0.0,1.0,0.0,0.0,0.0
0.07971637609571572,2830.4080999999996,40.180899999999994,54.4227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16750694515896697,0.17018211750180057,0.16894742257433892,0.16802140137874266,0.16359707788867167,0.16174503549747912,0.0,1.0,0.0,0.0,0.0
0.06563031131584339,2236.4575999999997,35.515299999999996,53.6627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15539288361749445,0.16493699036323206,0.230355819125278,0.15066716085989626,0.15177909562638991,0.14686805040770942,0.0,1.0,0.0,0.0,0.0
0.07067227403842116,2429.6245999999996,29.1025,51.7427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15499167238169884,0.23865974331341233,0.15548153228176742,0.15254237288135591,0.148035661800725,0.15028901734104044,0.0,1.0,0.0,0.0,0.0
0.07474861021514807,2248.6256,31.4257,54.002700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1506849315068493,0.1607011341876565,0.16084843128590368,0.2299307703638238,0.150390337310355,0.14744439534541168,0.0,1.0,0.0,0.0,0.0
0.08552705747280598,2833.4500999999996,42.7153,64.14269999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15284597199490815,0.16021094744499,0.1535733769776323,0.15684669939989088,0.15020912893253321,0.22631387525004545,0.0,1.0,0.0,0.0,0.0
0.098713049978046,3356.6740999999997,33.4225,53.7227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2408717262473714,0.1631619193270885,0.1567577900974957,0.14595679602370484,0.1476773083540432,0.1455744599502963,0.0,1.0,0.0,0.0,0.0
0.08885936092125613,3304.9601,36.3793,57.502700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15216417241688324,0.16112554888430863,0.15404606147504257,0.1518953311228605,0.2295008513307644,0.15126803477014072,0.0,1.0,0.0,0.0,0.0
0.08942266798032779,3076.0496,30.542499999999997,42.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13935721812434138,0.14699683877766068,0.14679926238145413,0.1406743940990516,0.14330874604847205,0.140081664910432,0.14278187565858796,1.0,0.0,0.0,0.0
0.08463459900806211,2434.9480999999996,29.9089,51.182700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13138531201358428,0.13761143342295173,0.20206594028583555,0.13223432856940712,0.1321635771897552,0.1299702844205462,0.1345691240979199,1.0,0.0,0.0,0.0
0.0866797361350491,2587.8086,35.5729,63.9027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13002525424885672,0.20769913316497163,0.1389666234386731,0.12886492389597978,0.132960207494369,0.12975223534229743,0.13173162241485223,1.0,0.0,0.0,0.0
0.0792379768946992,2299.5791,35.0545,59.8427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1308226641242168,0.14028874965949334,0.13463633887224188,0.19742576954508306,0.1365431762462544,0.12809861073277035,0.13218469081994008,1.0,0.0,0.0,0.0
0.08766058889165142,2609.1025999999997,35.515299999999996,57.7427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13223838573439703,0.14049741905208826,0.13627404974190524,0.128484279680901,0.13599249178789302,0.19624589394650402,0.1302674800563116,1.0,0.0,0.0,0.0
0.07931517589895884,2322.3940999999995,34.51689999999999,59.682700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19949585884047533,0.13914296002880808,0.13583003240907454,0.12870003601008284,0.1364061937342456,0.12927619733525386,0.13114872164205976,1.0,0.0,0.0,0.0
0.08494407276293622,2383.9945999999995,38.1457,65.62270000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13349191912124816,0.14104806548660184,0.13482124116700483,0.1303435248023508,0.19988805709088367,0.12971384593857135,0.1306933463933394,1.0,0.0,0.0,0.0
0.09255779476373263,2784.7780999999995,32.71209999999999,60.7027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12772070346508796,0.13790701723837714,0.13790701723837717,0.1337280167160021,0.1364269545533693,0.12745951593243948,0.19885077485634686,1.0,0.0,0.0,0.0
